aals,4,0.0008340999993379228,4
abarticular,11,0.0012096999998902902,4
abbotcy,7,0.0012038000004395144,9
abecedarius,11,0.0025240000013582176,5
abided,6,0.0013498000007530209,6
abjudicated,11,0.0018978999996761559,5
abnegators,10,0.0039680000008956995,6
abord,5,0.0009245000001101289,9
abrasives,9,0.0061528999995061895,7
abscissae,9,0.004282099998818012,7
absolving,9,0.003246700000090641,8
abstricts,9,0.0014150000006338814,6
acacetin,8,0.003231999999115942,6
acanthological,14,0.0015657000003557187,4
acaulose,8,0.002805600001011044,7
accessaryship,13,0.0013853000000381144,4
acclimatizing,13,0.0010664000001270324,3
accosting,9,0.002641799999764771,6
acculturative,13,0.0016906000000744825,4
acenaphthylene,14,0.0009936000005836831,4
acetals,7,0.0017530999994050944,5
acetla,6,0.0012401000003592344,6
achatina,8,0.0013797000010526972,6
achomawi,8,0.0014073999991524033,7
acidemia,8,0.0027919999993173406,6
acinaciform,11,0.0014490000012301607,5
acocotl,7,0.0011016000007657567,5
acquaintances,13,0.00229360000048473,4
acridest,8,0.007598399999551475,12
acrodactylum,12,0.0011888999997609062,4
acrophonically,14,0.0014377000006788876,3
actiniferous,12,0.011022700000467012,6
actinost,8,0.002533900000344147,4
actuates,8,0.002226300000984338,7
aday,4,0.0004428000011102995,5
addebted,8,0.0018999999992956873,6
adducent,8,0.002339900000151829,8
adenocystomatous,16,0.0010448999983054819,2
adermia,7,0.002501999999367399,8
adib,4,0.0005834000003233086,6
adjoiner,8,0.005280100000163657,9
adm,3,0.00032610000016575214,3
admitting,9,0.0014561000007233815,5
adoptees,8,0.0025224000000889646,8
adrenocorticotrophic,20,0.0010017000004154397,1
adulterating,12,0.0037104000002727844,3
adventurement,13,0.0009313000009569805,4
advisor,7,0.002166399999623536,10
aeginetan,9,0.003640000000814325,6
aerial,6,0.0012248999992152676,2
aerogel,7,0.0024159999993571546,9
aerophone,9,0.003216400000383146,7
aestivates,10,0.0027699999991455115,6
affecting,9,0.003919200000382261,6
affixable,9,0.003061100000195438,6
affronty,8,0.0012084999998478452,6
afros,5,0.0010366000005888054,9
afterloss,9,0.0049283000007562805,8
aftwards,8,0.0009776999995665392,6
agaricin,8,0.0012435000007826602,5
agenized,8,0.0031607999990228564,7
aggravatingly,13,0.0010094000008393778,3
agists,6,0.0011787999992520781,7
agnized,7,0.0023758999996061902,9
agr,3,0.0003721999983099522,6
agriotype,9,0.004022600000098464,7
aguish,6,0.0011696000001393259,8
aidful,6,0.0009588000011717668,8
aimfully,8,0.0015270000003511086,7
airfreighter,12,0.0023729000004095724,5
airtightness,12,0.003819000001385575,4
akaakai,7,0.0008213000000978354,6
aktivist,8,0.0014298999994935002,8
alanin,6,0.0009730000001582084,7
albedograph,11,0.0020866000013484154,3
albumean,8,0.0022188000002643093,5
alcazars,8,0.0009438000015506987,7
alcoothionic,12,0.0017430000007152557,5
alebush,7,0.0020155000001977896,7
alethea,7,0.001503499999671476,4
alfonso,7,0.0012807000002794666,8
algoesthesiometer,17,0.0017268999999942025,3
alienabilities,14,0.0025105999993684236,4
alined,6,0.0017834999998740386,3
alkalifiable,12,0.0015079999993758975,4
alkin,5,0.0008312999998452142,8
allegoristic,12,0.0046950000014476245,8
alliances,9,0.005846000000019558,4
alloclase,9,0.0030501000001095235,3
allophane,9,0.003011000000697095,7
allowably,9,0.0011587999997573206,7
almeidina,9,0.004224599999361089,7
alody,5,0.0008163000002241461,5
alpenstocker,12,0.003522099999827333,6
alsifilm,8,0.0016443000004073838,9
altesse,7,0.001576000000568456,4
aluminiferous,13,0.003891799999109935,4
alway,5,0.0006112999999459134,7
amaranth,8,0.0009492000008322066,7
amazonism,9,0.0023942000007082243,7
ambisexuality,13,0.0016240000004472677,4
ambrology,9,0.001259500000742264,7
ameiurus,8,0.005223399999522371,9
americanizer,12,0.002501100001609302,5
amidated,8,0.00276290000147128,4
amigo,5,0.0007637999988219235,8
aminodiphenyl,13,0.0028282000002946006,4
ammanite,8,0.00330989999929443,5
ammotherapy,11,0.0022731999997631647,6
amoralist,9,0.002557699999670149,7
ampelopsin,10,0.0074544999988575,8
amphictyonian,13,0.00181469999915862,4
amphisbaenid,12,0.0025610000011511147,4
ampleness,9,0.002742200000284356,7
amuyong,7,0.0011269999995420221,8
anacard,7,0.0008871999998518731,7
anaerobiosis,12,0.00487270000121498,5
analav,6,0.0006463000008807285,7
analogs,7,0.001291099999434664,9
anaphrodisia,12,0.0012153000006946968,4
anastases,9,0.0022908999999344815,4
anatopism,9,0.0028858000005129725,7
anchovies,9,0.005567700000028708,7
anderson,8,0.003698900000017602,3
androgonia,10,0.0018810000001394656,5
anemograph,10,0.002809999999954016,5
anetiological,13,0.004661300001316704,7
angeluses,9,0.0027948000006290385,8
angiopoietic,12,0.005297199999404256,5
anglomane,9,0.002937499999461579,7
angus,5,0.0006545999985974049,7
anil,4,0.0005333999997674255,5
animatism,9,0.001701699999102857,6
anisogynous,11,0.001533200000267243,5
ankylophobia,12,0.0012698000009550015,4
annerodite,10,0.006660299999566632,3
announcer,9,0.003385800000614836,8
anodonta,8,0.0012210000004415633,5
anonol,6,0.0006952999992790865,4
anoura,6,0.0008235000004788162,4
antalgic,8,0.0016770000001997687,6
antedated,9,0.002148300000044401,5
antepast,8,0.0025067999995371792,8
anthecologist,13,0.005310900000040419,4
anthologised,12,0.007291700001587742,5
anthranilic,11,0.0012733999992633471,4
anthropomorphist,16,0.0010878000011871336,3
antialbumid,11,0.0012768000015057623,5
antibromic,10,0.003432299999985844,7
anticipate,10,0.0041091999992204364,7
anticonscience,14,0.0033368999993399484,2
antidinic,9,0.0013593999992735917,5
antiethnic,10,0.0037687999993067933,5
antignostical,13,0.002326899999388843,4
antiknocks,10,0.002063599999019061,5
antimasquer,11,0.007651500000065425,7
antimonarchical,15,0.0012198000003991183,3
antinosarian,12,0.0014518000007228693,1
antipatriotic,13,0.0015334999989136122,5
antipoetic,10,0.0049254999994445825,5
antiqued,8,0.0035189999998692656,6
antiromanticist,15,0.0008893999984138645,2
antismog,8,0.0027699999991455115,4
antitheist,10,0.004405699999551871,8
antivibrator,12,0.0019011000003956724,5
ants,4,0.0005125000006955815,6
aotus,5,0.0008447999989584787,9
apelike,7,0.002214500000263797,6
apheliotropic,13,0.0022616999995079823,3
aphrodisia,10,0.001757500000167056,6
apyonin,7,0.0016267999999399763,7
apocarpies,10,0.004224799999064999,6
apogeotropically,16,0.00141549999898416,2
aponeurotomy,12,0.00237359999846376,5
apostacize,10,0.003375999998752377,8
apothesine,10,0.0058910999996442115,5
appear,6,0.0014128000002529006,6
apperceptionistic,17,0.0021243999999569496,1
applicants,10,0.0017650000008870848,6
appreciational,14,0.003644200000053388,1
appropriators,13,0.0012380999996821629,3
apsis,5,0.0007530999992013676,5
aquarists,9,0.0014403999994101468,5
arabic,6,0.001119299999118084,8
araliaephyllum,14,0.0013553000007959781,4
arbith,6,0.0010175999996135943,8
arbutean,8,0.00315740000041842,8
archaizer,9,0.003169999999954598,6
archegay,8,0.002478700000210665,7
archiblastic,12,0.0009516000009170966,3
architectonic,13,0.005684100000507897,3
archplotter,11,0.0024859000004653353,5
arctangent,10,0.0017109999989770586,6
areason,7,0.0023326999998971587,3
aret,4,0.0005354999993869569,3
argillocalcite,14,0.0016919999998208368,4
argusfishes,11,0.002336999999897671,6
arilloid,8,0.0014160999999148771,6
arithmetizations,16,0.0026340000003983732,4
armenoid,8,0.004630000001270673,3
armours,7,0.0011965000012423843,8
aroused,7,0.0027249000013398472,6
arrestee,8,0.0025217000002157874,2
arroyuelo,9,0.002824599998348276,6
arsenoxide,10,0.00894249999873864,10
arteriole,9,0.003471199999694363,2
arthrolithiasis,15,0.0011039999990316574,3
artifactitious,14,0.0012730999987979885,4
arundo,6,0.001014599998597987,5
ascelli,7,0.0033605999997234903,5
asclepin,8,0.005977699998766184,6
asexually,9,0.0027514000012160977,7
asiaticization,14,0.0016636000000289641,4
askewgee,8,0.002156999998987885,7
asperite,8,0.006423900000299909,5
aspirate,8,0.006561300000612391,5
assassinist,11,0.0008159000008163275,3
asserve,7,0.002104200000758283,10
assyrianize,11,0.005294000000503729,7
assorters,9,0.0032710000014049,2
asteer,6,0.0015911999998934334,2
astigmatoscopy,14,0.001292299999477109,4
astringe,8,0.007529900000008638,8
astronomers,11,0.0028860999991593417,4
ataraxia,8,0.001330200000666082,7
athar,5,0.0008648000002722256,8
athlothetes,11,0.001254299999345676,5
atmos,5,0.0009563000003254274,10
atrabilarian,12,0.0011408999998820946,4
atroscine,9,0.011383299999579322,2
attendant,9,0.0021534999996219995,5
attitudinizer,13,0.002697400001125061,5
atwite,6,0.001429699999789591,9
audiotape,9,0.0028282999992370605,5
auguster,8,0.0034682000004977454,6
aurar,5,0.0007137000011425698,8
auris,5,0.0010395999997854233,7
australasian,12,0.0012581000009959098,3
authorcraft,11,0.0009420000005775364,4
autocarpic,10,0.0016025000004447065,5
autodialing,11,0.0022332000007736497,6
autohypnotization,17,0.000716800001100637,2
automatonlike,13,0.004290000000764849,5
autopoloist,11,0.0012525000001915032,4
autostyly,9,0.0011137999990751268,7
auxanology,10,0.0010105999990628334,6
avariciousness,14,0.002079700001559104,5
avertedly,9,0.0027835000000777654,7
avionic,7,0.0016169000009540468,9
avulsing,8,0.0021380999987741234,8
awful,5,0.0007016999988991302,7
axillae,7,0.002285900000060792,10
axseeds,7,0.0015841999993426725,7
azogrenadine,12,0.00440330000128597,5
azures,6,0.0025439999990339857,11
babies,6,0.0022226000000955537,8
baccara,7,0.0008075999994616723,6
backaching,10,0.0014260999996622559,6
backhaul,8,0.0009881000005407259,6
backslid,8,0.0015595000004395843,7
backwater,9,0.0025164999988191994,7
bacteriosis,11,0.004622799999197014,8
badiner,7,0.0027963999982603127,6
baggit,6,0.0008957999998528976,7
bay,3,0.0003385999989404809,6
bayok,5,0.0007143000002542976,8
bakersfield,11,0.002466600000843755,5
balanophora,11,0.0009356000009574927,5
baldrics,8,0.0015843999990465818,6
balladlike,10,0.0026194000001851236,6
ballones,8,0.0029862999999750173,5
balopticon,10,0.0027336999992257915,6
bambos,6,0.0008548999994673068,5
bandfile,8,0.003630400000474765,8
banes,5,0.001074499999958789,9
bankrolls,9,0.0017213999999512453,7
bantingize,10,0.0039092999995773425,8
barbary,7,0.0008245999997598119,8
barbiturates,12,0.0024484999994456302,5
barehead,8,0.002614299999549985,8
baryphony,9,0.0015139000006456627,6
barmen,6,0.0015662000005249865,8
baroni,6,0.001206199998705415,7
barratrously,12,0.0011190000004717149,4
bartender,9,0.002725599999394035,6
baselines,9,0.006240400000024238,8
basigamy,8,0.0014796000014030142,7
basketful,9,0.0027643000012176344,7
bastardisation,14,0.0014116000002104556,3
batfowled,9,0.002790399999867077,7
bathtubs,8,0.001010100000712555,6
battered,8,0.002630800001497846,7
bauera,6,0.0014482000005955342,8
bazookaman,10,0.0008688999987498391,5
beadrow,7,0.0021440000000438886,6
bearableness,12,0.0012931999990541954,4
beatification,13,0.003843500000584754,5
bebar,5,0.0011080999993282603,8
becher,6,0.0009243000004062196,7
becrawls,8,0.0035653000013553537,10
beddingroll,11,0.003440099999352242,4
bedlamise,9,0.004852599999139784,6
bedsheets,9,0.0013763999995717313,5
beefier,7,0.0013408999984676484,7
beetleheadedness,16,0.0007279999990714714,2
befop,5,0.000654499999654945,8
beggaress,9,0.002766499999779626,7
begrime,7,0.001416199998857337,7
behen,5,0.0005263999992166646,7
bejesus,7,0.0010241999989375472,6
